video_id,query_id,query_type,final_query,time_range,human_decision,revised_query,human_notes
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q08,emotion_state,At what point does the young boy seem distressed and crying while leaning over another person?,45-50s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q01,evidence_cue,When does the woman appear to be in fear with her mouth slightly open and looking off to the side?,5-10s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q02,emotion_state,"At what point does the woman look surprised, with her head turning quickly?",5-10s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q04,explicit_event,"When does the woman aim a handgun forward amidst a loud alarm sound, showing fear?",10-12.76s,,,
meld_01_dia337,meld_01_dia337_q01,emotion_state,When does the man in the blue plaid shirt appear surprised?,55-60s,,,
meld_01_dia337,meld_01_dia337_q02,evidence_cue,When does the man in the blue plaid shirt turn his head sharply with a look of surprise and concern?,55-60s,,,
meld_01_dia337,meld_01_dia337_q03,explicit_event,When does the man in the blue plaid shirt sound surprised and concerned?,55-60s,,,
meld_01_dia337,meld_01_dia337_q07,evidence_cue,When does the man in the pink plaid shirt look up with a surprised expression?,65-67.9s,,,
meld_01_dia337,meld_01_dia337_q08,emotion_state,When does the man in the pink plaid shirt appear surprised?,65-67.9s,,,
meld_02_dia224,meld_02_dia224_q01,emotion_state,When does the man in the blue shirt appear happy while laughing heartily?,0-5s,,,
meld_02_dia224,meld_02_dia224_q02,evidence_cue,"When does the man in the blue shirt laugh heartily with his head tilted back and eyes closed, indicating happiness?",5-10s,,,
meld_02_dia224,meld_02_dia224_q05,explicit_event,"When does the woman in the white shirt enter the room with a black bag and speak, sounding excited?",30-35s,,,
meld_02_dia224,meld_02_dia224_q06,emotion_state,When does the woman in the white shirt appear excited while speaking with a smile?,35-37.16s,,,
meld_03_dia572,meld_03_dia572_q03,emotion_state,When does the woman appear distressed or angry while speaking forcefully?,45-51.81s,,,
meld_04_dia362,meld_04_dia362_q01,emotion_state,When does the woman in the hospital bed appear sad?,0-5s,,,
meld_04_dia362,meld_04_dia362_q02,evidence_cue,"When does the woman cry and speak in a distressed, high-pitched voice?",5-10s,,,
meld_04_dia362,meld_04_dia362_q04,emotion_state,When does the woman appear pained while lying in the hospital bed?,10-15s,,,
meld_04_dia362,meld_04_dia362_q10,emotion_state,When does the woman in the hospital bed appear surprised by the man's statement?,40-45s,,,
meld_04_dia362,meld_04_dia362_q12,emotion_state,When does the woman sitting on the hospital bed appear distressed and sad?,50-53.26s,,,
meld_04_dia362,meld_04_dia362_q13,evidence_cue,"When does the woman cry loudly and audibly, showing distress?",50-53.26s,,,
meld_05_dia980,meld_05_dia980_q03,evidence_cue,When does the man in the gray sweater speak in a questioning and slightly exasperated tone?,5-10s,,,
meld_05_dia980,meld_05_dia980_q04,explicit_event,When does the man in the gray sweater speak with a questioning and exasperated tone?,5-10s,,,
meld_05_dia980,meld_05_dia980_q07,emotion_state,At what point does the man in the dark green jacket appear surprised?,35-39.62s,,,
meld_05_dia980,meld_05_dia980_q08,evidence_cue,When does the man in the dark green jacket look up and to his right with a surprised expression?,35-39.62s,,,
meld_06_dia823,meld_06_dia823_q01,emotion_state,When does the woman in the patterned shirt appear happy while entering the room?,0-5s,,,
meld_06_dia823,meld_06_dia823_q02,explicit_event,When does the woman in the patterned shirt smile and turn to speak after entering the living room?,0-5s,,,
meld_06_dia823,meld_06_dia823_q03,evidence_cue,When does the woman speak with a cheerful tone and friendly voice?,0-5s,,,
meld_06_dia823,meld_06_dia823_q07,evidence_cue,"When does the woman with brown hair speak in a firm, insistent tone?",15-20s,,,
meld_06_dia823,meld_06_dia823_q09,emotion_state,When does the woman with blonde hair appear pleased while holding up an object?,20-25s,,,
moviechat_01_162,moviechat_01_162_q11,emotion_state,When does the man in the car appear pained and distressed?,145-150s,,,
moviechat_01_162,moviechat_01_162_q12,evidence_cue,"When does the man show distress with a pained expression and sweat, holding his hand over his mouth?",145-150s,,,
moviechat_01_162,moviechat_01_162_q14,evidence_cue,"When does the man hold his bandaged hand to his mouth and nose with wide eyes, showing focus and distress?",150-155s,,,
moviechat_01_162,moviechat_01_162_q17,emotion_state,When does the man in the car appear tense and distressed?,160-165s,,,
moviechat_01_162,moviechat_01_162_q18,evidence_cue,When does the man show tension with a sweaty face and strained breathing?,165-170s,,,
moviechat_01_162,moviechat_01_162_q20,evidence_cue,"When does the man show distress with heavy breathing and a strained, urgent voice?",170-175s,,,
moviechat_01_162,moviechat_01_162_q22,evidence_cue,"When does the man show distress with sweat, heavy breathing, and an urgent tone?",175-180s,,,
moviechat_01_162,moviechat_01_162_q24,evidence_cue,"When does the man show distress with a sweaty face and strained, urgent voice?",185-190s,,,
moviechat_02_154,moviechat_02_154_q13,emotion_state,When does the man in the brown suit smile faintly as an ominous musical score plays?,60-65s,,,
moviechat_02_154,moviechat_02_154_q29,emotion_state,When does the man in glasses and a suit smile faintly as calm Cantonese speech is heard?,155-160s,,,
moviechat_02_154,moviechat_02_154_q77,evidence_cue,When does a man smile towards another man in a dimly lit room as calm speech is heard?,395-400s,,,
moviechat_02_154,moviechat_02_154_q78,evidence_cue,When does a man laugh heartily and then get struck in the face as a slap sound and scream are heard?,400-405s,,,
moviechat_02_154,moviechat_02_154_q79,evidence_cue,"When does a man look shocked and speak to another man, then punch him, and then run away as a loud crash is heard?",405-410s,,,
moviechat_02_154,moviechat_02_154_q85,evidence_cue,When does a man with raised arms shout as a gunshot is heard?,440-445s,,,
moviechat_02_154,moviechat_02_154_q87,evidence_cue,When does a person engulfed in flames thrash in agony as a continuous roar is heard?,450-455s,,,
moviechat_03_160,moviechat_03_160_q01,evidence_cue,When does the man raise his hands to his head in a gesture of frustration?,0-5s,,,
moviechat_03_160,moviechat_03_160_q118,emotion_state,When do the uniformed individuals appear urgent and panicked while running through water?,330-335s,,,
moviechat_03_160,moviechat_03_160_q168,emotion_state,When does the man appear animated and possibly impatient while talking and eating?,475-480s,,,
moviechat_03_160,moviechat_03_160_q22,evidence_cue,When does the man smile while talking on the phone in a relaxed posture?,110-115s,,,
moviechat_03_160,moviechat_03_160_q23,evidence_cue,When does the seated man laugh heartily while another man playfully touches his face?,140-145s,,,
moviechat_03_160,moviechat_03_160_q24,evidence_cue,When does the man in the black leather jacket smile while picking up a dark object?,145-150s,,,
moviechat_03_160,moviechat_03_160_q41,evidence_cue,When does the man speak loudly into a phone and gesture while shouting?,230-235s,,,
moviechat_03_160,moviechat_03_160_q67,evidence_cue,When does the man behind bars look to the side with a tense expression amidst an ominous tone?,370-375s,,,
moviechat_04_159,moviechat_04_159_q01,evidence_cue,When does the man with the goatee appear sad while lighting a cigarette?,0-5s,,,
moviechat_04_159,moviechat_04_159_q21,emotion_state,When does the man in the white shirt smile while talking to a man in a suit?,105-110s,,,
moviechat_04_159,moviechat_04_159_q23,emotion_state,When does the woman in the white shirt show surprise while looking at a laptop?,115-120s,,,
moviechat_04_159,moviechat_04_159_q25,explicit_event,When does a male voice speak followed by a brief laugh?,125-130s,,,
moviechat_04_159,moviechat_04_159_q50,emotion_state,When does the man in the white shirt smile during a relaxed phone conversation?,255-260s,,,
moviechat_04_159,moviechat_04_159_q51,explicit_event,"When does a man on a balcony smile and gesture, and another man smile back?",260-265s,,,
moviechat_04_159,moviechat_04_159_q55,emotion_state,When does the man in the light-colored suit smile slightly while looking out of a car window at night?,280-285s,,,
moviechat_04_159,moviechat_04_159_q76,emotion_state,When does the man in the light suit look surprised?,385-390s,,,
moviechat_05_30,moviechat_05_30_q03,emotion_state,When do the man and woman transition from serious expressions to smiling?,15-20s,,,
moviechat_05_30,moviechat_05_30_q05,evidence_cue,"When does the man shout with a loud, distorted scream?",20-25s,,,
moviechat_05_30,moviechat_05_30_q17,emotion_state,When do the people show urgency and fear while running from an explosion?,115-120s,,,
moviechat_05_30,moviechat_05_30_q22,evidence_cue,When does the man breathe heavily with a strained voice and expression while lying down?,140-145s,,,
moviechat_05_30,moviechat_05_30_q33,emotion_state,When do people run away in panic from a monstrous creature causing explosions?,190-195s,,,
moviechat_05_30,moviechat_05_30_q37,emotion_state,When do students run down a staircase in a state of panic?,210-215s,,,
moviechat_05_30,moviechat_05_30_q46,emotion_state,When does the young man show a surprised expression in a debris-filled hall?,255-260s,,,
moviechat_05_30,moviechat_05_30_q61,emotion_state,When does the person's face show surprise or concern in a dimly lit environment?,365-370s,,,
