video_id,query_id,query_type,final_query,time_range,human_decision,revised_query,human_notes
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q06,explicit_event,"When does the young boy plead with an unseen person while crying, showing sadness?",30-35s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q07,evidence_cue,"When does the young boy's face show anguish and distress as he sobs intensely and struggles, indicating sadness?",35-40s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q09,evidence_cue,When does the young boy's desperate shaking and pleading with an unresponsive elderly person show profound grief and sadness?,45-50s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q10,emotion_state,"When does the young girl appear panicked and desperate while pleading with a man, indicating fear?",50-55s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q12,evidence_cue,When does the older man's sobbing and sniffling indicate sadness?,60-65s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q13,emotion_state,"When does the person with blonde hair appear reassuring while embracing someone who is crying, indicating comfort and sadness?",65-70s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q14,explicit_event,When does the young blonde child struggle and cry out in fear while being held firmly by an older man?,70-75s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q15,evidence_cue,"When does the young boy's high-pitched, panicked, and pleading tone of voice indicate fear while struggling violently?",75-80s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q16,emotion_state,"When does the small boy appear terrified and distressed while being forcefully held by an older man, indicating fear?",80-85s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q18,evidence_cue,When does the young boy's crying and desperate plea 'I want you!' indicate sadness?,90-95s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q19,emotion_state,"When does the young boy appear sorrowful and in pain while crying intensely and being comforted, showing sadness?",95-100s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q20,explicit_event,"When does an adult's hand gently hold the young boy's face while he cries intensely and appears distressed, suggesting comfort during sadness?",100-105s,,,
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q22,emotion_state,"When does the young boy appear increasingly distressed and overwhelmed while trying to explain something, indicating sadness?",110-115s,,,
meld_01_dia337,meld_01_dia337_q02,evidence_cue,"When does Ross look at the other person with a wide-eyed, shocked expression and ask a question, indicating surprise?",15-20s,,,
meld_01_dia337,meld_01_dia337_q04,explicit_event,"When does Chandler look up, point a finger in the air, and exclaim 'Score!' with excitement?",20-25s,,,
meld_01_dia337,meld_01_dia337_q06,evidence_cue,"When does the man in the blue shirt stand beside another man with an annoyed expression, showing frustration?",25-30s,,,
meld_01_dia337,meld_01_dia337_q08,evidence_cue,"When does the man in the blue plaid shirt look increasingly frustrated, showing frustration?",25-30s,,,
meld_01_dia337,meld_01_dia337_q10,emotion_state,"When does Matt appear panicked and gesture wildly, showing fear?",55-60s,,,
meld_01_dia337,meld_01_dia337_q12,evidence_cue,"When does Chandler stand in a doorway looking concerned and speaking pleadingly, showing frustration?",60-65s,,,
meld_03_dia572,meld_03_dia572_q01,emotion_state,"When does the woman in the hospital bed appear sad with a distressed and weary expression and red-rimmed, downcast eyes?",0-5s,,,
meld_03_dia572,meld_03_dia572_q02,evidence_cue,"When does the woman's tone of speech sound somber, hesitant, and strained, indicating sadness?",0-5s,,,
meld_03_dia572,meld_03_dia572_q03,evidence_cue,"When does the woman show a pained expression with eyes filled with sadness, conveying her sadness?",7-10s,,,
meld_03_dia572,meld_03_dia572_q04,evidence_cue,"When does the woman display a distressed expression and speak with an accusatory and pained tone, indicating frustration?",10-15s,,,
meld_03_dia572,meld_03_dia572_q05,explicit_event,"When does the woman in the foreground angrily tell the man not to look at her, showing anger?",15-20s,,,
meld_03_dia572,meld_03_dia572_q07,explicit_event,"When does the woman in the hospital bed, looking annoyed, point a finger and accuse the man, showing anger?",25-30s,,,
meld_03_dia572,meld_03_dia572_q09,evidence_cue,"When does the woman in the hospital bed show a distressed and pained expression while clutching her head and neck, signaling sadness?",35-40s,,,
meld_03_dia572,meld_03_dia572_q10,explicit_event,"When does the woman with dark, wavy hair glare off-screen and shout with a furious expression, showing anger?",45-50s,,,
meld_03_dia572,meld_03_dia572_q11,explicit_event,"When does the woman in the hospital bed speak with a furious expression and shout, demonstrating anger?",50-51.81s,,,
