video_id,query_id,query_type,final_query,time_range,human_decision,revised_query,human_notes
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q01,evidence_cue,When does the woman with short brown hair turn away from the camera with a serious expression?,0-5s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q02,evidence_cue,What moment shows the man in the suit with round glasses sitting with a furrowed brow and set jaw?,10-15s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q03,evidence_cue,Describe the man's expression when he looks down with a pained look and pursed lips.,15-20s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q04,emotion_state,At what point does the woman appear surprised while peering over a surface with wide eyes?,35-40s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q05,evidence_cue,Show the moment the woman peers over a surface with a concentrated expression and wide eyes.,50-55s,,,
emostim_05_TheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q06,emotion_state,"When does the woman appear surprised with wide eyes and an open mouth, looking around?",75-80s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q07,emotion_state,What point in the video shows the woman exhibiting fear with wide eyes and a furrowed brow as she looks down?,80-85s,,,
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q08,emotion_state,When does the woman look up and to her right with a surprised expression?,90-95s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q01,evidence_cue,When does the woman in the dark green shirt exhibit a tense expression and wide eyes while aiming a handgun?,10-12.76s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q02,emotion_state,"At what point does the woman with dark hair appear startled, with wide eyes and an open mouth?",5-10s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q03,explicit_event,When does the woman in the dark green shirt lean forward while holding a handgun with a tense expression?,10-12.76s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q04,evidence_cue,What moment shows the woman with dark hair turning her head with wide eyes and an open mouth?,5-10s,,,
emostim_07_TheSilenceOfTheLambs_a_clip_2,emostim_07_TheSilenceOfTheLambs_a_clip_2_q05,evidence_cue,"When is heavy, labored breathing audible?",0-5s,,,
meld_01_dia337,meld_01_dia337_q01,emotion_state,When does the man in the pink shirt appear surprised with an open mouth and raised eyebrows?,0-5s,,,
meld_01_dia337,meld_01_dia337_q02,evidence_cue,When does the man in the blue shirt stand with a neutral expression and hands by his sides?,5-10s,,,
meld_01_dia337,meld_01_dia337_q03,evidence_cue,When does the man in the pink shirt lean forward with raised eyebrows and an open mouth while talking?,10-15s,,,
meld_01_dia337,meld_01_dia337_q04,emotion_state,At what point does the man in the pink shirt show surprise with wide eyes and an open mouth?,15-20s,,,
meld_01_dia337,meld_01_dia337_q05,explicit_event,When does the man in the blue shirt smile and raise his right index finger?,20-25s,,,
meld_01_dia337,meld_01_dia337_q06,evidence_cue,"When does the man in the blue shirt gesture with his hand towards the man in the pink shirt, who looks confused?",25-30s,,,
meld_01_dia337,meld_01_dia337_q07,evidence_cue,When does the man in the pink shirt turn sharply with a furrowed brow and open mouth?,30-35s,,,
meld_01_dia337,meld_01_dia337_q08,emotion_state,At what point do the men appear surprised with raised eyebrows and open mouths?,50-55s,,,
meld_02_dia224,meld_02_dia224_q01,emotion_state,When does the man in the blue shirt start laughing?,0-5s,,,
meld_02_dia224,meld_02_dia224_q02,emotion_state,At what point does the man in the blue shirt seem happy while laughing with a wide smile?,5-10s,,,
meld_02_dia224,meld_02_dia224_q03,evidence_cue,When does the man in the red shirt gesture with his hands while speaking?,10-15s,,,
meld_02_dia224,meld_02_dia224_q04,evidence_cue,What moment shows the man in the red shirt gesturing with both hands while looking at the other man?,15-20s,,,
meld_02_dia224,meld_02_dia224_q05,evidence_cue,When does the man in the blue shirt bend forward on the couch?,20-25s,,,
meld_02_dia224,meld_02_dia224_q06,emotion_state,At what point does the man in the red shirt show a surprised expression with wide eyes and a slightly open mouth?,25-30s,,,
meld_02_dia224,meld_02_dia224_q07,explicit_event,When does the woman entering the room start speaking to the man?,30-35s,,,
meld_02_dia224,meld_02_dia224_q08,emotion_state,At what point does the woman in the white shirt seem excited while smiling with her teeth showing?,35-37.16s,,,
meld_03_dia572,meld_03_dia572_q01,emotion_state,When does the woman in the hospital gown appear surprised as her eyebrows are raised and mouth is slightly open?,5-10s,,,
meld_03_dia572,meld_03_dia572_q02,evidence_cue,At what point does the woman in the hospital bed groan in pain while gripping her stomach?,10-15s,,,
meld_03_dia572,meld_03_dia572_q03,emotion_state,When does the woman appear surprised or disbelieving while her eyebrows are raised and mouth is open?,20-25s,,,
meld_03_dia572,meld_03_dia572_q04,evidence_cue,"At what moment does the woman in the hospital bed gesture with her hand and speak in a loud, accusatory, high-pitched voice?",25-30s,,,
meld_03_dia572,meld_03_dia572_q05,evidence_cue,When does the woman in the hospital gown appear to be in pain with her hands behind her head?,30-35s,,,
meld_03_dia572,meld_03_dia572_q06,evidence_cue,At what point does the man look concerned as he leans forward towards the woman in bed?,35-40s,,,
meld_03_dia572,meld_03_dia572_q07,emotion_state,When does the man appear surprised or concerned with his mouth slightly open and eyes wide?,40-45s,,,
meld_03_dia572,meld_03_dia572_q08,emotion_state,"When does the woman in the hospital gown seem frustrated, speaking with a tense expression and her hands on her stomach?",45-50s,,,
meld_04_dia362,meld_04_dia362_q01,evidence_cue,"When does the woman in the hospital bed appear to be in pain, grimacing and closing her eyes?",25-30s,,,
meld_04_dia362,meld_04_dia362_q02,emotion_state,When does the man appear concerned while leaning over the woman in the hospital bed?,5-10s,,,
meld_04_dia362,meld_04_dia362_q03,evidence_cue,At what point does the woman in the hospital bed grimace and clench the bed rail in pain?,30-35s,,,
meld_04_dia362,meld_04_dia362_q04,emotion_state,"When does the woman in the lab coat look surprised, with wide eyes, while speaking?",35-40s,,,
meld_04_dia362,meld_04_dia362_q05,explicit_event,When does the woman in the hospital bed gasp and then laugh?,45-50s,,,
meld_04_dia362,meld_04_dia362_q06,evidence_cue,What moment shows the woman in the hospital bed with a strained expression and eyes closed while being helped to sit up?,0-5s,,,
meld_04_dia362,meld_04_dia362_q07,emotion_state,"At what point does the woman in the hospital bed seem distressed, with a strained and emotional voice?",5-10s,,,
meld_04_dia362,meld_04_dia362_q08,evidence_cue,When does the man speak in a concerned and gentle tone while touching the woman's abdomen?,10-15s,,,
meld_05_dia980,meld_05_dia980_q01,emotion_state,When does the man in the black jacket look surprised during his conversation?,5-10s,,,
meld_05_dia980,meld_05_dia980_q02,evidence_cue,When does the man in the grey shirt gesture animatedly with raised eyebrows and wide eyes?,10-15s,,,
meld_05_dia980,meld_05_dia980_q03,emotion_state,When does the man in the black jacket seem frustrated and lean forward while speaking?,15-20s,,,
meld_05_dia980,meld_05_dia980_q04,emotion_state,At what point do the two men appear to be having a serious conversation?,20-25s,,,
meld_05_dia980,meld_05_dia980_q05,evidence_cue,When does the man in the grey sweater speak with his mouth open and eyebrows raised while gesturing?,25-30s,,,
meld_05_dia980,meld_05_dia980_q06,evidence_cue,"Which moment shows the man in the grey sweatshirt with raised eyebrows, an open mouth, and a frown while gesturing?",30-35s,,,
meld_05_dia980,meld_05_dia980_q07,emotion_state,When does the man in the dark green jacket show a surprised expression with wide eyes and raised eyebrows?,35-39.62s,,,
meld_05_dia980,meld_05_dia980_q08,evidence_cue,At what point does the man in the black jacket lean forward with a furrowed brow while speaking?,15-20s,,,
meld_06_dia823,meld_06_dia823_q01,emotion_state,When does the woman in the floral print top appear surprised while gesturing with her hands and speaking with raised eyebrows?,25-30s,,,
meld_06_dia823,meld_06_dia823_q02,explicit_event,At what point does the woman in the blue dress gesture with her hands while speaking in a firm and insistent tone?,15-20s,,,
meld_06_dia823,meld_06_dia823_q03,evidence_cue,When does the man with the cast on his arm exhibit a confused expression and furrowed brow while holding a piece of paper?,40-45s,,,
meld_06_dia823,meld_06_dia823_q04,evidence_cue,What moment shows the woman with blonde hair smiling and laughing while entering a room?,0-5s,,,
meld_06_dia823,meld_06_dia823_q05,explicit_event,At what point does a man speak with raised eyebrows and lean forward on the couch?,20-25s,,,
meld_06_dia823,meld_06_dia823_q06,evidence_cue,When does the woman in the white shirt appear focused with her hands clasped while sitting on the couch?,20-25s,,,
meld_06_dia823,meld_06_dia823_q07,explicit_event,Which moment shows the woman gesturing with her hands and speaking with a slight smile and nod?,35-40s,,,
meld_06_dia823,meld_06_dia823_q08,evidence_cue,At what point does the man with a cast on his arm gesture with his right hand while looking at the woman on the right?,40-45s,,,
meld_07_dia208,meld_07_dia208_q01,evidence_cue,When does the man in the beige sweater gesture with his hands while speaking?,0-5s,,,
meld_07_dia208,meld_07_dia208_q02,evidence_cue,At what point does the man in the red plaid shirt gesture with his right hand while speaking?,5-10s,,,
meld_07_dia208,meld_07_dia208_q03,evidence_cue,When does the man in the red plaid shirt lean forward and gesture with his hands while talking?,10-15s,,,
meld_07_dia208,meld_07_dia208_q04,evidence_cue,At what point does the man in the red plaid shirt have a furrowed brow and gesture with his hands?,15-20s,,,
meld_07_dia208,meld_07_dia208_q05,evidence_cue,When does the woman in the blue shirt point at the cake with her mouth slightly open?,20-25s,,,
meld_07_dia208,meld_07_dia208_q06,evidence_cue,At what point does the man in the beige turtleneck gesture with his hands while speaking?,25-30s,,,
meld_07_dia208,meld_07_dia208_q07,emotion_state,"When do people in the video appear happy, with one giving a thumbs-up gesture?",30-35s,,,
meld_07_dia208,meld_07_dia208_q08,emotion_state,At what point does the man in the red flannel shirt show a surprised expression with wide eyes and an open mouth?,35-40s,,,
moviechat_01_162,moviechat_01_162_q01,emotion_state,When does the man in the suit appear fearful while running and aiming a handgun?,0-5s,,,
moviechat_01_162,moviechat_01_162_q02,evidence_cue,What is the expression on the faces of the people in the background looking towards the camera?,5-10s,,,
moviechat_01_162,moviechat_01_162_q03,evidence_cue,When does a man in a dark suit appear sad with his head tilted down and eyes closed?,40-45s,,,
moviechat_01_162,moviechat_01_162_q04,emotion_state,"When does the man speak with a calm, conversational tone?",75-80s,,,
moviechat_01_162,moviechat_01_162_q05,evidence_cue,When does the man press his hand to his forehead with his eyes closed and a pensive expression?,80-85s,,,
moviechat_01_162,moviechat_01_162_q06,emotion_state,When does the man appear sad while speaking in a somber and emotional tone with watery eyes?,110-115s,,,
moviechat_01_162,moviechat_01_162_q07,emotion_state,When does the man in the front seat look up with his mouth open while speaking?,140-145s,,,
moviechat_01_162,moviechat_01_162_q08,emotion_state,When does the man appear fearful with wide eyes and an open mouth while speaking tensely?,145-150s,,,
moviechat_02_154,moviechat_02_154_q01,evidence_cue,"When does the man in the suit look over his shoulder with a serious expression, furrowed brow, and tense jaw?",0-5s,,,
moviechat_02_154,moviechat_02_154_q02,evidence_cue,"What moment shows the man in the back seat with a neutral expression, wearing glasses and looking forward?",20-25s,,,
moviechat_02_154,moviechat_02_154_q03,emotion_state,When does the man in the car appear fearful while looking back over his shoulder with a tense and alert expression?,45-50s,,,
moviechat_02_154,moviechat_02_154_q04,evidence_cue,"At what point does the man in the suit exchange a briefcase with another person, showing a slight smile?",65-70s,,,
moviechat_02_154,moviechat_02_154_q05,evidence_cue,"When does the man in the suit look forward with a serious expression, furrowed brow, and tense jaw while standing still?",95-100s,,,
moviechat_02_154,moviechat_02_154_q06,evidence_cue,What moment shows a man with spiky dark hair looking around with a serious expression and a frown?,115-120s,,,
moviechat_02_154,moviechat_02_154_q07,evidence_cue,When does the man in the leather jacket look down and to his right with a serious expression?,125-130s,,,
moviechat_02_154,moviechat_02_154_q08,evidence_cue,At what point does the man in the dark shirt look down with a pensive expression?,145-150s,,,
moviechat_04_159,moviechat_04_159_q01,evidence_cue,When does the man with glasses and a serious expression smoke a cigarette?,25-30s,,,
moviechat_04_159,moviechat_04_159_q02,emotion_state,At what point does the man with glasses appear tense while leaning forward?,45-50s,,,
moviechat_04_159,moviechat_04_159_q03,evidence_cue,When does the man in the dark suit appear surprised with wide eyes?,90-95s,,,
moviechat_04_159,moviechat_04_159_q04,emotion_state,At what moment does the woman in the white shirt look surprised while speaking with an urgent tone?,115-120s,,,
moviechat_04_159,moviechat_04_159_q05,evidence_cue,When does the man in the white shirt point forward with a serious expression?,125-130s,,,
moviechat_04_159,moviechat_04_159_q06,emotion_state,When does the man in the light-colored shirt appear happy and smile while gesturing?,260-265s,,,
moviechat_04_159,moviechat_04_159_q07,emotion_state,At what point does the man in the suit appear surprised when touched on the shoulder?,230-235s,,,
moviechat_04_159,moviechat_04_159_q08,evidence_cue,When does the man in the black jacket have a tense facial expression while driving?,430-435s,,,
moviechat_05_30,moviechat_05_30_q01,explicit_event,"When do the man and woman embrace and kiss, with dramatic and suspenseful music playing?",10-15s,,,
moviechat_05_30,moviechat_05_30_q02,emotion_state,"At what point does the woman appear happy, smiling and laughing with the man?",15-20s,,,
moviechat_05_30,moviechat_05_30_q03,evidence_cue,"When does the man on the ground have his mouth open, eyes open, and arms raised, with an ominous tone playing?",20-25s,,,
moviechat_05_30,moviechat_05_30_q04,emotion_state,"When does the older woman look directly at the camera with a serious expression, wide eyes, and a furrowed brow?",25-30s,,,
moviechat_05_30,moviechat_05_30_q05,emotion_state,At what point do the woman and man look up with expressions of concern as ominous music plays?,30-35s,,,
moviechat_05_30,moviechat_05_30_q06,explicit_event,"When does a hand holding a dark, gnarled wand appear, accompanied by a high-pitched electronic tone?",40-45s,,,
moviechat_05_30,moviechat_05_30_q07,emotion_state,When does the woman in the striped sweater look shocked?,120-125s,,,
moviechat_05_30,moviechat_05_30_q08,emotion_state,"At what point does the man on the floor appear to be straining with a grimace, open mouth, and tense body?",140-145s,,,
