video_id,query_id,query_type,final_query,source_caption_id,segment_ids,human_decision,revised_query,human_notes
meld_02_dia224,meld_02_dia224_q01,evidence_cue,When does the man in the red shirt make a disgusted face with pursed lips?,meld_02_dia224_b01_c01,s001,,,
meld_02_dia224,meld_02_dia224_q02,explicit_event,What moment shows the man in the blue polo shirt laughing while shaking hands?,meld_02_dia224_b01_c02,s002,,,
meld_02_dia224,meld_02_dia224_q03,explicit_event,Which part of the video shows the man in the blue polo shirt laughing and making a hand gesture?,meld_02_dia224_b01_c04,s004,,,
meld_03_dia572,meld_03_dia572_q01,emotion_state,At what point does the woman in the hospital gown appear sad with a strained and hesitant voice?,meld_03_dia572_b01_c01,s001,,,
meld_03_dia572,meld_03_dia572_q02,emotion_state,"When does the woman in the hospital bed seem frustrated, speaking with a higher pitched and strained voice?",meld_03_dia572_b01_c02,s002,,,
meld_03_dia572,meld_03_dia572_q03,emotion_state,"Where does the woman in the hospital gown appear sad with a tense expression and a strained, breathy voice?",meld_03_dia572_b01_c03,s003,,,
meld_03_dia572,meld_03_dia572_q04,evidence_cue,Which moment shows the man speaking to the woman in the hospital bed with gestures and the woman showing a strained expression?,meld_03_dia572_b01_c05,s005,,,
meld_03_dia572,meld_03_dia572_q05,evidence_cue,"What part of the video shows the man in the plaid shirt rummaging through a bag while looking away from the woman, and the woman with a disgusted expression?",meld_03_dia572_b01_c06,s006,,,
meld_03_dia572,meld_03_dia572_q06,explicit_event,"When does the woman in the hospital bed speak with a loud, strained voice, her face contorted in anger or pain, while the man looks at her?",meld_03_dia572_b01_c07,s007,,,
meld_03_dia572,meld_03_dia572_q07,evidence_cue,"What moment shows the woman in the hospital bed grimacing and holding her stomach, with a sharp exhale?",meld_03_dia572_b02_c02,s010,,,
meld_04_dia362,meld_04_dia362_q01,emotion_state,At what point does the woman lying in the hospital bed appear distressed and crying?,meld_04_dia362_b01_c02,s002,,,
meld_04_dia362,meld_04_dia362_q02,evidence_cue,Which moment shows the woman in the hospital bed crying intensely with a facial grimace?,meld_04_dia362_b01_c03,s003,,,
meld_04_dia362,meld_04_dia362_q04,evidence_cue,What moment shows the woman in the hospital bed with wide eyes and a tense posture while the man holds her arm?,meld_04_dia362_b02_c01,s009,,,
meld_04_dia362,meld_04_dia362_q05,emotion_state,At what point does the woman in the hospital bed appear to be straining with a grimace while the man holds her arm?,meld_04_dia362_b02_c04,s011,,,
meld_05_dia980,meld_05_dia980_q01,explicit_event,When does the man in the grey sweater gesture with his hands while talking and holding a piece of paper?,meld_05_dia980_b01_c03,s003 s004,,,
meld_05_dia980,meld_05_dia980_q02,explicit_event,What moment shows the man in the black shirt reacting with an exaggerated facial expression and a hand gesture?,meld_05_dia980_b01_c05,s006,,,
meld_05_dia980,meld_05_dia980_q03,evidence_cue,Which part of the video shows the man in the grey sweater appearing earnest while explaining something and gesturing?,meld_05_dia980_b01_c06,s007,,,
meld_05_dia980,meld_05_dia980_q04,evidence_cue,"What moment shows the man in the black shirt with wide eyes, an open mouth, and a hand gesture?",meld_05_dia980_b01_c07,s008,,,
meld_06_dia823,meld_06_dia823_q01,explicit_event,When does the woman with blonde hair in a patterned short-sleeved shirt and black pants enter the apartment laughing?,meld_06_dia823_b01_c01,s001,,,
meld_06_dia823,meld_06_dia823_q02,emotion_state,At what point does the woman with blonde hair in a patterned short-sleeved shirt appear amused or surprised while gesturing with her hands?,meld_06_dia823_b01_c02,s003 s004,,,
moviechat_01_162,moviechat_01_162_q01,emotion_state,"When does the man in the suit and white shirt appear surprised, with wide eyes and an open mouth?",moviechat_01_162_b01_c03,s002 s003,,,
moviechat_01_162,moviechat_01_162_q02,evidence_cue,"Which moment shows the man in the suit and white shirt holding a gun with wide eyes, looking with alarm, suggesting fear?",moviechat_01_162_b01_c04,s003 s004,,,
moviechat_01_162,moviechat_01_162_q03,explicit_event,When does the man in the suit holding a gun aim it with an intense gaze and grim expression?,moviechat_01_162_b01_c10,s007,,,
moviechat_01_162,moviechat_01_162_q04,emotion_state,"At what point does the man in the suit and tie look down with downcast eyes and a somber expression, appearing sad?",moviechat_01_162_b01_c13,s008,,,
moviechat_01_162,moviechat_01_162_q06,emotion_state,"What moment shows the man in the driver's seat speaking with distress, having a trembling voice and wet-looking eyes?",moviechat_01_162_b04_c07,s031,,,
moviechat_01_162,moviechat_01_162_q07,explicit_event,When does the man in the black leather jacket lean in and speak with an intense gaze and stern tone to the man in the black t-shirt?,moviechat_01_162_b05_c04,s037 s038,,,
moviechat_01_162,moviechat_01_162_q08,explicit_event,"What moment shows the man in the white shirt standing and speaking assertively, pointing towards the television screen with a stern expression?",moviechat_01_162_b09_c04,s068,,,
moviechat_03_160,moviechat_03_160_q01,evidence_cue,When does the man in the light colored shirt touch his head and look down?,moviechat_03_160_b01_c04,s004,,,
moviechat_03_160,moviechat_03_160_q02,emotion_state,"At what point does the man in the suit and tie appear angry, with a stern expression, tightened jaw, and unblinking gaze?",moviechat_03_160_b02_c03,s010,,,
moviechat_03_160,moviechat_03_160_q03,emotion_state,"When does the man in the dark suit and tie, wearing an earpiece, look to the side with wide eyes and a tense expression?",moviechat_03_160_b03_c04,s022,,,
moviechat_03_160,moviechat_03_160_q04,explicit_event,What moment shows the man in the dark jacket touching the arm of the man next to him?,moviechat_03_160_b04_c11,s030,,,
moviechat_03_160,moviechat_03_160_q05,emotion_state,"When does the man in the dark suit and tie, wearing an earpiece, appear to be listening intently with his mouth slightly open?",moviechat_03_160_b05_c06,s038,,,
moviechat_03_160,moviechat_03_160_q06,explicit_event,"What moment shows the older man in the suit talking on the phone with a broad smile, animated gestures, and chuckling?",moviechat_03_160_b06_c02,s042,,,
moviechat_03_160,moviechat_03_160_q07,explicit_event,When does the man in the suit and tie with an earpiece speak into a walkie-talkie with a stern expression and an urgent tone?,moviechat_03_160_b09_c04,s070,,,
moviechat_03_160,moviechat_03_160_q08,emotion_state,"Where in the video does a tense confrontation occur between the older man in the light jacket and the younger man in the black shirt, with stern expressions and close proximity?",moviechat_03_160_b09_c06,s072,,,
moviechat_04_159,moviechat_04_159_q01,evidence_cue,At what point does the man in the light blue shirt make a hand gesture while talking on the phone with a slightly strained tone?,moviechat_04_159_b07_c01,s049,,,
moviechat_04_159,moviechat_04_159_q04,emotion_state,When does the man on the balcony appear happy while talking with another man?,moviechat_04_159_b07_c08,s056,,,
moviechat_04_159,moviechat_04_159_q06,explicit_event,At what point does the man in the suit and tie greet another man by smiling and patting his arm?,moviechat_04_159_b10_c03,s075,,,
moviechat_04_159,moviechat_04_159_q07,evidence_cue,What moment shows a man entering and gesturing enthusiastically with open arms and a broad smile?,moviechat_04_159_b12_c09,s095,,,
moviechat_04_159,moviechat_04_159_q08,explicit_event,When does a man greet another man with a handshake and animated speech while smiling?,moviechat_04_159_b12_c10,s096,,,
